capability_id,"edition","layer","feature","direction",subset_level,"function_code","object_group","variations","qualifiers","std_reference",dut_pics_status,"backend_status","framework_status",test_case_ids,"evidence","owner","notes"
OBJ.G86.V0,IEEE1815-2012,APPLICATION,"Data Set variation 0",BIDIRECTIONAL,REVIEW_REQUIRED,,86,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G86.V1,IEEE1815-2012,APPLICATION,"Data Set variation 1",BIDIRECTIONAL,REVIEW_REQUIRED,,86,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G86.V2,IEEE1815-2012,APPLICATION,"Data Set variation 2",BIDIRECTIONAL,REVIEW_REQUIRED,,86,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G86.V3,IEEE1815-2012,APPLICATION,"Data Set variation 3",BIDIRECTIONAL,REVIEW_REQUIRED,,86,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G87.V0,IEEE1815-2012,APPLICATION,"Data Set Present Value variation 0",O2M,REVIEW_REQUIRED,,87,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G87.V1,IEEE1815-2012,APPLICATION,"Data Set Present Value variation 1",O2M,REVIEW_REQUIRED,,87,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G88.V0,IEEE1815-2012,APPLICATION,"Data Set Snapshot Event variation 0",O2M,REVIEW_REQUIRED,,88,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G88.V1,IEEE1815-2012,APPLICATION,"Data Set Snapshot Event variation 1",O2M,REVIEW_REQUIRED,,88,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G90.V1,IEEE1815-2012,APPLICATION,"Application Identifier variation 1",M2O,REVIEW_REQUIRED,,90,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G91.V1,IEEE1815-2012,APPLICATION,"Activation Status variation 1",O2M,REVIEW_REQUIRED,,91,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G101.V1,IEEE1815-2012,APPLICATION,"Binary-Coded Decimal variation 1",BIDIRECTIONAL,REVIEW_REQUIRED,,101,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G101.V2,IEEE1815-2012,APPLICATION,"Binary-Coded Decimal variation 2",BIDIRECTIONAL,REVIEW_REQUIRED,,101,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G101.V3,IEEE1815-2012,APPLICATION,"Binary-Coded Decimal variation 3",BIDIRECTIONAL,REVIEW_REQUIRED,,101,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G102.V0,IEEE1815-2012,APPLICATION,"Unsigned Integer variation 0",O2M,REVIEW_REQUIRED,,102,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G102.V1,IEEE1815-2012,APPLICATION,"Unsigned Integer variation 1",O2M,REVIEW_REQUIRED,,102,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V0,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 0",BIDIRECTIONAL,REVIEW_REQUIRED,,120,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V1,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 1",BIDIRECTIONAL,REVIEW_REQUIRED,,120,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V2,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 2",BIDIRECTIONAL,REVIEW_REQUIRED,,120,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V3,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 3",BIDIRECTIONAL,REVIEW_REQUIRED,,120,3,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V4,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 4",BIDIRECTIONAL,REVIEW_REQUIRED,,120,4,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V5,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 5",BIDIRECTIONAL,REVIEW_REQUIRED,,120,5,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V6,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 6",BIDIRECTIONAL,REVIEW_REQUIRED,,120,6,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V7,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 7",BIDIRECTIONAL,REVIEW_REQUIRED,,120,7,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V8,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 8",BIDIRECTIONAL,REVIEW_REQUIRED,,120,8,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V9,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 9",BIDIRECTIONAL,REVIEW_REQUIRED,,120,9,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V10,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 10",BIDIRECTIONAL,REVIEW_REQUIRED,,120,10,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V11,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 11",BIDIRECTIONAL,REVIEW_REQUIRED,,120,11,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V12,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 12",BIDIRECTIONAL,REVIEW_REQUIRED,,120,12,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V13,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 13",BIDIRECTIONAL,REVIEW_REQUIRED,,120,13,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V14,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 14",BIDIRECTIONAL,REVIEW_REQUIRED,,120,14,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G120.V15,IEEE1815-2012,APPLICATION,"Secure Authentication v5 variation 15",BIDIRECTIONAL,REVIEW_REQUIRED,,120,15,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G121.V0,IEEE1815-2012,APPLICATION,"Security Statistics variation 0",O2M,REVIEW_REQUIRED,,121,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G121.V1,IEEE1815-2012,APPLICATION,"Security Statistics variation 1",O2M,REVIEW_REQUIRED,,121,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G122.V0,IEEE1815-2012,APPLICATION,"Security Statistic Event variation 0",O2M,REVIEW_REQUIRED,,122,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G122.V1,IEEE1815-2012,APPLICATION,"Security Statistic Event variation 1",O2M,REVIEW_REQUIRED,,122,1,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G122.V2,IEEE1815-2012,APPLICATION,"Security Statistic Event variation 2",O2M,REVIEW_REQUIRED,,122,2,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G110.LENGTH_VARIANTS,IEEE1815-2012,APPLICATION,"Octet String static length variants",O2M,REVIEW_REQUIRED,,110,"length-coded variants",,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G111.V0,IEEE1815-2012,APPLICATION,"Octet String event variation 0",O2M,REVIEW_REQUIRED,,111,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G111.LENGTH_VARIANTS,IEEE1815-2012,APPLICATION,"Octet String event length variants",O2M,REVIEW_REQUIRED,,111,"length-coded variants",,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G112.LENGTH_VARIANTS,IEEE1815-2012,APPLICATION,"Virtual Terminal Output Block length variants",M2O,REVIEW_REQUIRED,,112,"length-coded variants",,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G113.V0,IEEE1815-2012,APPLICATION,"Virtual Terminal Event Data variation 0",O2M,REVIEW_REQUIRED,,113,0,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
OBJ.G113.LENGTH_VARIANTS,IEEE1815-2012,APPLICATION,"Virtual Terminal Event Data length variants",O2M,REVIEW_REQUIRED,,113,"length-coded variants",,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.Q00.REVIEW,IEEE1815-2012,APPLICATION,"Qualifier 0x00 legality catalog",BIDIRECTIONAL,REVIEW_REQUIRED,,,,00,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.Q01.REVIEW,IEEE1815-2012,APPLICATION,"Qualifier 0x01 legality catalog",BIDIRECTIONAL,REVIEW_REQUIRED,,,,01,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.Q06.REVIEW,IEEE1815-2012,APPLICATION,"Qualifier 0x06 legality catalog",BIDIRECTIONAL,REVIEW_REQUIRED,,,,06,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.Q07.REVIEW,IEEE1815-2012,APPLICATION,"Qualifier 0x07 legality catalog",BIDIRECTIONAL,REVIEW_REQUIRED,,,,07,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.Q08.REVIEW,IEEE1815-2012,APPLICATION,"Qualifier 0x08 legality catalog",BIDIRECTIONAL,REVIEW_REQUIRED,,,,08,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.Q17.REVIEW,IEEE1815-2012,APPLICATION,"Qualifier 0x17 legality catalog",BIDIRECTIONAL,REVIEW_REQUIRED,,,,17,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.Q28.REVIEW,IEEE1815-2012,APPLICATION,"Qualifier 0x28 legality catalog",BIDIRECTIONAL,REVIEW_REQUIRED,,,,28,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.Q5B.REVIEW,IEEE1815-2012,APPLICATION,"Qualifier 0x5B legality catalog",BIDIRECTIONAL,REVIEW_REQUIRED,,,,5B,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.FAMILY.RANGE,IEEE1815-2012,APPLICATION,"8-bit and 16-bit start-stop range qualifier family",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.FAMILY.COUNT,IEEE1815-2012,APPLICATION,"8-bit and 16-bit count qualifier family",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.FAMILY.INDEX_PREFIX,IEEE1815-2012,APPLICATION,"8-bit 16-bit and 32-bit index-prefix qualifier family",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUAL.FAMILY.FREE_FORMAT,IEEE1815-2012,APPLICATION,"16-bit free-format qualifier family",BIDIRECTIONAL,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN1.0.BROADCAST,IEEE1815-2012,APPLICATION,IIN1.0 BROADCAST,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN1.1.CLASS1_EVENTS,IEEE1815-2012,APPLICATION,IIN1.1 CLASS1_EVENTS,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN1.2.CLASS2_EVENTS,IEEE1815-2012,APPLICATION,IIN1.2 CLASS2_EVENTS,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN1.3.CLASS3_EVENTS,IEEE1815-2012,APPLICATION,IIN1.3 CLASS3_EVENTS,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN1.4.NEED_TIME,IEEE1815-2012,APPLICATION,IIN1.4 NEED_TIME,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN1.5.LOCAL_CONTROL,IEEE1815-2012,APPLICATION,IIN1.5 LOCAL_CONTROL,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN1.6.DEVICE_TROUBLE,IEEE1815-2012,APPLICATION,IIN1.6 DEVICE_TROUBLE,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN1.7.DEVICE_RESTART,IEEE1815-2012,APPLICATION,IIN1.7 DEVICE_RESTART,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN2.0.FUNC_NOT_SUPPORTED,IEEE1815-2012,APPLICATION,IIN2.0 FUNC_NOT_SUPPORTED,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN2.1.OBJECT_UNKNOWN,IEEE1815-2012,APPLICATION,IIN2.1 OBJECT_UNKNOWN,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN2.2.PARAM_ERROR,IEEE1815-2012,APPLICATION,IIN2.2 PARAM_ERROR,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN2.3.EVENT_BUFFER_OVERFLOW,IEEE1815-2012,APPLICATION,IIN2.3 EVENT_BUFFER_OVERFLOW,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN2.4.ALREADY_EXECUTING,IEEE1815-2012,APPLICATION,IIN2.4 ALREADY_EXECUTING,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN2.5.CONFIG_CORRUPT,IEEE1815-2012,APPLICATION,IIN2.5 CONFIG_CORRUPT,O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
IIN.IIN2.6_7.RESERVED,IEEE1815-2012,APPLICATION,"IIN2.6 and IIN2.7 reserved-bit preservation",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUALITY.BINARY.CATALOG,IEEE1815-2012,APPLICATION,"Binary quality flags and state",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUALITY.DOUBLE_BIT.CATALOG,IEEE1815-2012,APPLICATION,"Double-bit Binary quality flags and four-state value",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUALITY.BINARY_OUTPUT_STATUS.CATALOG,IEEE1815-2012,APPLICATION,"Binary Output Status quality flags",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUALITY.COUNTER.CATALOG,IEEE1815-2012,APPLICATION,"Counter quality rollover and discontinuity",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUALITY.ANALOG.CATALOG,IEEE1815-2012,APPLICATION,"Analog quality over-range and reference error",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUALITY.ANALOG_OUTPUT_STATUS.CATALOG,IEEE1815-2012,APPLICATION,"Analog Output Status quality flags",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
QUALITY.RESERVED_BITS,IEEE1815-2012,APPLICATION,"Undefined and reserved quality-bit preservation",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
TIME.DNP3_48BIT,IEEE1815-2012,APPLICATION,"Raw 48-bit DNP3 millisecond time",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
TIME.ABSOLUTE,IEEE1815-2012,APPLICATION,"Absolute timestamp handling",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
TIME.RELATIVE_CTO,IEEE1815-2012,APPLICATION,"Relative time and Common Time of Occurrence",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
TIME.SYNCHRONIZATION_QUALITY,IEEE1815-2012,APPLICATION,"Synchronized and unsynchronized time quality",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
TIME.BOUNDARY,IEEE1815-2012,APPLICATION,"Overflow boundary and no-time objects",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.SUCCESS,IEEE1815-2012,APPLICATION,"Command status Success",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.TIMEOUT,IEEE1815-2012,APPLICATION,"Command status Timeout",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.NO_SELECT,IEEE1815-2012,APPLICATION,"Command status No Select",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.FORMAT_ERROR,IEEE1815-2012,APPLICATION,"Command status Format Error",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.NOT_SUPPORTED,IEEE1815-2012,APPLICATION,"Command status Not Supported",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
COMMAND.STATUS.ALREADY_ACTIVE,IEEE1815-2012,APPLICATION,"Command status Already Active",O2M,REVIEW_REQUIRED,,,,,REVIEW_REQUIRED,UNKNOWN,NOT_ANALYZED,BLOCKED,,,PROTOCOL_OWNER,"Exact IEEE 1815-2012 clause and behavior require formal-standard review"
